Transaction_ID,Date,Product,Quantity,Unit_Price,Customer_Type,Store_Region,Category,Sales,Cost,Profit
487,2023-11-21,Allergy Relief,3,79.27,Insurance,East,Allergy,237.81,202.09,35.72
488,2023-04-10,Cholesterol Med,2,103.67,Insurance,North,Prescription,207.34,130.71,76.63
489,2023-10-17,Cough Syrup,4,140.1,Insurance,East,Cold & Flu,560.4,363.5,196.89999999999998
490,2023-06-29,Vitamin D3 1000IU,1,94.95,Cash,North,Vitamins,94.95,71.0,23.950000000000003
491,2023-08-11,Antihistamine,2,121.54,Cash,North,Allergy,243.08,155.13,87.95000000000002
492,2023-09-07,Cholesterol Med,1,17.14,Insurance,South,Prescription,17.14,10.54,6.600000000000001
493,2023-05-27,Sleep Aid Tablets,2,60.96,Insurance,North,Sleep Aid,121.92,72.86,49.06
494,2023-04-06,Ibuprofen 200mg,2,59.22,Cash,South,Pain Relief,118.44,76.25,42.19
495,2023-09-14,Antihistamine,5,133.51,Insurance,West,Allergy,667.55,388.36,279.18999999999994
496,2023-11-21,Allergy Relief,4,26.95,Insurance,East,Allergy,107.8,59.89,47.91
497,2023-01-04,Acetaminophen 500mg,4,27.02,Cash,West,Pain Relief,108.08,85.53,22.549999999999997
498,2023-01-16,Pain Relief Gel,2,52.64,Insurance,East,Pain Relief,105.28,62.26,43.02
499,2023-10-07,Amoxicillin 500mg,3,12.9,Insurance,West,Prescription,38.7,30.29,8.410000000000004
500,2023-12-02,Baby Aspirin,3,31.46,Insurance,East,Pain Relief,94.38,74.49,19.89
501,2023-09-04,Antacid Tablets,1,144.96,Cash,North,Digestive Health,144.96,103.12,41.84
502,2023-09-15,Antihistamine,1,67.09,Insurance,East,Allergy,67.09,43.13,23.96
503,2023-06-09,Baby Aspirin,5,96.64,Insurance,East,Pain Relief,483.2,286.78,196.42000000000002
504,2023-12-06,Baby Aspirin,2,110.29,Insurance,West,Pain Relief,220.58,170.08,50.5
505,2023-06-01,Allergy Relief,1,58.21,Cash,West,Allergy,58.21,42.52,15.689999999999998
506,2023-06-27,Amoxicillin 500mg,1,26.35,Cash,West,Prescription,26.35,19.67,6.68
507,2023-06-12,Insulin Pen,2,34.95,Insurance,South,Prescription,69.9,38.63,31.270000000000003
508,2023-02-02,Vitamin D3 1000IU,5,50.42,Cash,South,Vitamins,252.10000000000002,208.8,43.30000000000001
509,2023-06-28,Baby Aspirin,1,97.23,Insurance,East,Pain Relief,97.23,55.41,41.82000000000001
510,2023-04-11,Nasal Spray,5,62.75,Cash,East,Cold & Flu,313.75,207.09,106.66
511,2023-09-25,Sleep Aid Tablets,4,5.99,Cash,North,Sleep Aid,23.96,16.07,7.890000000000001
512,2023-11-19,Cough Syrup,5,80.89,Insurance,North,Cold & Flu,404.45,222.61,181.83999999999997
513,2023-03-06,Amoxicillin 500mg,3,138.62,Insurance,East,Prescription,415.86,290.74,125.12
514,2023-06-17,Acetaminophen 500mg,3,122.75,Insurance,South,Pain Relief,368.25,285.7,82.55000000000001
515,2023-11-26,Blood Pressure Med,5,124.66,Cash,East,Prescription,623.3,496.76,126.53999999999996
516,2023-02-12,Acetaminophen 500mg,3,120.28,Insurance,North,Pain Relief,360.84000000000003,293.66,67.18
517,2023-02-13,Amoxicillin 500mg,4,51.94,Cash,South,Prescription,207.76,144.67,63.09
518,2023-10-12,Acetaminophen 500mg,2,115.95,Cash,South,Pain Relief,231.9,171.42,60.48000000000002
519,2023-01-12,Baby Aspirin,3,25.76,Insurance,North,Pain Relief,77.28,44.35,32.93
520,2023-04-05,Vitamin D3 1000IU,3,100.37,Cash,East,Vitamins,301.11,209.7,91.41000000000003
521,2023-10-29,Acetaminophen 500mg,5,98.03,Insurance,West,Pain Relief,490.15,292.35,197.79999999999995
522,2023-09-10,Antihistamine,4,8.71,Cash,East,Allergy,34.84,23.03,11.810000000000002
523,2023-08-30,Nasal Spray,2,119.26,Insurance,East,Cold & Flu,238.52,154.75,83.77000000000001
524,2023-02-04,Acetaminophen 500mg,5,135.97,Cash,North,Pain Relief,679.85,460.3,219.55
525,2023-08-03,Nasal Spray,5,43.78,Cash,South,Cold & Flu,218.9,157.93,60.97
526,2023-12-03,Pain Relief Gel,4,122.8,Insurance,North,Pain Relief,491.2,403.21,87.99000000000001
527,2023-03-31,Allergy Relief,2,16.95,Cash,East,Allergy,33.9,22.66,11.239999999999998
528,2023-09-21,Ibuprofen 200mg,4,92.0,Insurance,West,Pain Relief,368.0,310.72,57.27999999999997
529,2023-04-03,Vitamin D3 1000IU,2,75.42,Cash,West,Vitamins,150.84,117.31,33.53
530,2023-03-31,Sleep Aid Tablets,4,84.16,Cash,West,Sleep Aid,336.64,236.81,99.82999999999998
531,2023-04-25,Baby Aspirin,5,139.3,Cash,North,Pain Relief,696.5,517.64,178.86
532,2023-04-15,Ibuprofen 200mg,5,131.34,Insurance,South,Pain Relief,656.7,381.32,275.38000000000005
533,2023-07-15,Baby Aspirin,1,118.84,Insurance,North,Pain Relief,118.84,95.47,23.370000000000005
534,2023-11-10,Allergy Relief,3,44.69,Insurance,West,Allergy,134.07,97.16,36.91
535,2023-04-24,Baby Aspirin,4,137.21,Insurance,East,Pain Relief,548.84,464.22,84.62
536,2023-03-16,Pain Relief Gel,1,19.14,Insurance,South,Pain Relief,19.14,14.18,4.960000000000001
537,2023-08-05,Vitamin D3 1000IU,3,128.73,Cash,North,Vitamins,386.18999999999994,309.04,77.14999999999992
538,2023-10-04,Amoxicillin 500mg,4,52.58,Cash,North,Prescription,210.32,166.14,44.18000000000001
539,2023-09-06,Amoxicillin 500mg,2,12.8,Insurance,South,Prescription,25.6,16.73,8.870000000000001
540,2023-06-13,Nasal Spray,3,102.06,Cash,South,Cold & Flu,306.18,192.25,113.93
541,2023-12-23,Allergy Relief,5,38.54,Cash,East,Allergy,192.7,130.87,61.829999999999984
542,2023-07-11,Nasal Spray,1,40.32,Cash,South,Cold & Flu,40.32,27.83,12.490000000000002
543,2023-08-15,Pain Relief Gel,3,49.38,Cash,East,Pain Relief,148.14000000000001,92.15,55.99000000000001
544,2023-06-26,Cough Syrup,3,14.23,Insurance,West,Cold & Flu,42.69,34.94,7.75
545,2023-04-09,Acetaminophen 500mg,5,30.68,Cash,West,Pain Relief,153.4,109.34,44.06
546,2023-02-05,Antacid Tablets,4,5.75,Insurance,North,Digestive Health,23.0,19.4,3.6000000000000014
547,2023-04-06,Cough Syrup,2,69.58,Insurance,West,Cold & Flu,139.16,110.35,28.810000000000002
548,2023-06-01,Acetaminophen 500mg,5,17.22,Cash,West,Pain Relief,86.1,61.71,24.389999999999993
549,2023-05-31,Vitamin D3 1000IU,2,103.98,Insurance,East,Vitamins,207.96,173.46,34.5
550,2023-07-09,Nasal Spray,4,39.17,Cash,North,Cold & Flu,156.68,109.91,46.77000000000001
551,2023-08-12,Sleep Aid Tablets,3,141.82,Cash,South,Sleep Aid,425.46,347.23,78.22999999999996
552,2023-02-06,Vitamin D3 1000IU,2,131.33,Cash,North,Vitamins,262.66,172.68,89.98000000000002
553,2023-09-25,Pain Relief Gel,1,46.97,Insurance,West,Pain Relief,46.97,31.17,15.799999999999997
554,2023-07-02,Cholesterol Med,1,118.57,Insurance,South,Prescription,118.57,80.09,38.47999999999999
555,2023-01-13,Cholesterol Med,5,121.47,Insurance,North,Prescription,607.35,433.64,173.71000000000004
556,2023-10-06,Cholesterol Med,4,148.05,Cash,North,Prescription,592.2,424.04,168.16000000000003
557,2023-08-05,Pain Relief Gel,5,91.69,Cash,North,Pain Relief,458.45,320.42,138.02999999999997
558,2023-12-21,Sleep Aid Tablets,5,16.89,Cash,North,Sleep Aid,84.45,54.2,30.25
559,2023-12-27,Baby Aspirin,5,98.79,Insurance,East,Pain Relief,493.95000000000005,409.07,84.88000000000005
560,2023-10-13,Vitamin D3 1000IU,1,95.62,Cash,North,Vitamins,95.62,69.48,26.14
561,2023-09-30,Acetaminophen 500mg,1,97.56,Cash,West,Pain Relief,97.56,65.59,31.97
562,2023-03-03,Pain Relief Gel,5,49.54,Insurance,West,Pain Relief,247.7,184.62,63.079999999999984
563,2023-03-25,Cholesterol Med,1,129.65,Insurance,East,Prescription,129.65,101.18,28.47
564,2023-08-05,Sleep Aid Tablets,4,144.12,Insurance,South,Sleep Aid,576.48,483.22,93.25999999999999
565,2023-12-08,Allergy Relief,5,36.57,Cash,South,Allergy,182.85,127.97,54.879999999999995
566,2023-07-06,Pain Relief Gel,1,17.78,Cash,West,Pain Relief,17.78,10.38,7.4
567,2023-01-19,Blood Pressure Med,2,33.21,Cash,West,Prescription,66.42,45.31,21.11
568,2023-06-26,Baby Aspirin,5,123.98,Insurance,East,Pain Relief,619.9,430.02,189.88
569,2023-04-10,Acetaminophen 500mg,5,103.11,Insurance,South,Pain Relief,515.55,422.29,93.25999999999993
570,2023-08-21,Cholesterol Med,4,97.23,Insurance,South,Prescription,388.92,259.97,128.95
571,2023-03-17,Insulin Pen,3,63.26,Insurance,North,Prescription,189.78,158.66,31.120000000000005
572,2023-09-22,Amoxicillin 500mg,3,88.79,Cash,North,Prescription,266.37,185.27,81.1
573,2023-10-11,Sleep Aid Tablets,4,49.64,Cash,North,Sleep Aid,198.56,167.21,31.349999999999994
574,2023-07-25,Amoxicillin 500mg,4,74.19,Cash,East,Prescription,296.76,163.95,132.81
575,2023-08-11,Cough Syrup,4,119.99,Cash,West,Cold & Flu,479.96,393.4,86.56
576,2023-02-21,Amoxicillin 500mg,3,147.28,Cash,East,Prescription,441.84000000000003,366.43,75.41000000000003
577,2023-12-05,Acetaminophen 500mg,4,140.21,Cash,South,Pain Relief,560.84,470.16,90.68
578,2023-05-24,Antihistamine,1,140.41,Cash,West,Allergy,140.41,77.78,62.629999999999995
579,2023-03-10,Nasal Spray,5,63.32,Cash,North,Cold & Flu,316.6,190.44,126.16000000000003
580,2023-04-09,Acetaminophen 500mg,5,72.97,Insurance,East,Pain Relief,364.85,272.23,92.62
581,2023-01-25,Baby Aspirin,2,107.32,Insurance,East,Pain Relief,214.64,119.69,94.94999999999999
582,2023-02-22,Blood Pressure Med,2,138.72,Cash,North,Prescription,277.44,157.89,119.55000000000001
583,2023-05-31,Acetaminophen 500mg,5,25.59,Insurance,East,Pain Relief,127.95,78.86,49.09
584,2023-05-24,Pain Relief Gel,1,49.12,Cash,North,Pain Relief,49.12,34.57,14.549999999999997
585,2023-02-26,Sleep Aid Tablets,3,25.19,Cash,South,Sleep Aid,75.57000000000001,53.94,21.63000000000001
586,2023-02-08,Antacid Tablets,3,93.74,Insurance,West,Digestive Health,281.21999999999997,157.56,123.65999999999997
587,2023-04-19,Sleep Aid Tablets,1,49.41,Cash,South,Sleep Aid,49.41,29.7,19.709999999999997
588,2023-06-30,Nasal Spray,3,52.29,Cash,South,Cold & Flu,156.87,109.8,47.07000000000001
589,2023-02-11,Insulin Pen,4,15.28,Cash,North,Prescription,61.12,44.51,16.61
590,2023-07-05,Amoxicillin 500mg,5,55.72,Cash,East,Prescription,278.6,165.63,112.97000000000003
591,2023-08-11,Nasal Spray,5,130.06,Cash,South,Cold & Flu,650.3,435.47,214.82999999999993
592,2023-05-02,Amoxicillin 500mg,1,38.8,Cash,South,Prescription,38.8,31.87,6.929999999999996
593,2023-05-13,Cough Syrup,3,105.8,Cash,South,Cold & Flu,317.4,269.69,47.70999999999998
594,2023-06-12,Nasal Spray,2,96.3,Insurance,East,Cold & Flu,192.6,162.97,29.629999999999995
595,2023-08-03,Cholesterol Med,2,130.21,Insurance,East,Prescription,260.42,212.11,48.31
596,2023-08-09,Baby Aspirin,3,24.18,Cash,North,Pain Relief,72.53999999999999,48.49,24.04999999999999
597,2023-08-23,Baby Aspirin,2,146.75,Insurance,South,Pain Relief,293.5,221.88,71.62
598,2023-11-27,Amoxicillin 500mg,1,89.48,Cash,West,Prescription,89.48,60.4,29.080000000000005
599,2023-05-26,Insulin Pen,1,149.34,Cash,East,Prescription,149.34,111.19,38.150000000000006
600,2023-08-27,Cholesterol Med,3,137.17,Cash,North,Prescription,411.51,264.53,146.98000000000002
601,2023-03-17,Ibuprofen 200mg,2,37.12,Cash,South,Pain Relief,74.24,54.33,19.909999999999997
602,2023-01-09,Vitamin D3 1000IU,1,13.14,Insurance,West,Vitamins,13.14,9.29,3.8500000000000014
603,2023-03-15,Vitamin D3 1000IU,1,42.07,Insurance,East,Vitamins,42.07,23.45,18.62
604,2023-09-10,Insulin Pen,4,81.5,Insurance,West,Prescription,326.0,256.63,69.37
605,2023-08-18,Antacid Tablets,4,29.88,Insurance,East,Digestive Health,119.52,66.16,53.36
606,2023-01-07,Ibuprofen 200mg,1,29.28,Cash,North,Pain Relief,29.28,18.68,10.600000000000001
607,2023-06-23,Cough Syrup,3,72.08,Insurance,West,Cold & Flu,216.24,119.32,96.92000000000002
608,2023-05-21,Insulin Pen,5,9.82,Cash,South,Prescription,49.1,32.55,16.550000000000004
609,2023-06-17,Cholesterol Med,5,22.67,Cash,South,Prescription,113.35000000000001,64.49,48.860000000000014
610,2023-06-19,Vitamin D3 1000IU,1,65.3,Insurance,East,Vitamins,65.3,53.81,11.489999999999995
611,2023-10-10,Pain Relief Gel,1,14.15,Cash,South,Pain Relief,14.15,9.55,4.6
612,2023-05-02,Vitamin D3 1000IU,1,62.53,Insurance,West,Vitamins,62.53,43.01,19.520000000000003
613,2023-07-13,Vitamin D3 1000IU,3,73.73,Insurance,North,Vitamins,221.19,144.87,76.32
614,2023-01-05,Cholesterol Med,4,70.43,Insurance,East,Prescription,281.72,207.98,73.74000000000004
615,2023-01-29,Allergy Relief,1,131.03,Insurance,West,Allergy,131.03,102.9,28.129999999999995
616,2023-06-14,Insulin Pen,1,81.86,Insurance,East,Prescription,81.86,60.94,20.92
617,2023-12-05,Acetaminophen 500mg,2,72.86,Cash,North,Pain Relief,145.72,112.85,32.870000000000005
618,2023-05-16,Sleep Aid Tablets,3,64.55,Insurance,East,Sleep Aid,193.64999999999998,159.14,34.50999999999999
619,2023-12-31,Cough Syrup,1,123.56,Insurance,South,Cold & Flu,123.56,99.97,23.590000000000003
620,2023-11-17,Vitamin D3 1000IU,2,134.78,Cash,South,Vitamins,269.56,202.77,66.78999999999999
621,2023-12-08,Sleep Aid Tablets,5,128.72,Insurance,East,Sleep Aid,643.6,395.42,248.18
622,2023-05-25,Baby Aspirin,1,102.66,Insurance,North,Pain Relief,102.66,76.1,26.560000000000002
623,2023-11-23,Pain Relief Gel,1,24.92,Cash,North,Pain Relief,24.92,17.49,7.430000000000003
624,2023-08-05,Amoxicillin 500mg,2,45.15,Cash,South,Prescription,90.3,69.09,21.209999999999994
625,2023-10-28,Insulin Pen,3,11.68,Insurance,North,Prescription,35.04,28.03,7.009999999999998
626,2023-05-12,Blood Pressure Med,1,139.97,Cash,East,Prescription,139.97,108.17,31.799999999999997
627,2023-10-19,Cholesterol Med,5,100.82,Insurance,West,Prescription,504.09999999999997,405.28,98.82
628,2023-03-11,Allergy Relief,1,113.22,Cash,East,Allergy,113.22,64.44,48.78
629,2023-09-09,Baby Aspirin,5,50.18,Insurance,South,Pain Relief,250.9,140.38,110.52000000000001
630,2023-10-02,Insulin Pen,4,127.62,Insurance,South,Prescription,510.48,320.35,190.13
631,2023-12-30,Cough Syrup,4,42.64,Insurance,South,Cold & Flu,170.56,139.89,30.670000000000016
632,2023-07-01,Pain Relief Gel,5,5.24,Cash,North,Pain Relief,26.200000000000003,20.88,5.320000000000004
633,2023-06-16,Allergy Relief,3,59.58,Insurance,East,Allergy,178.74,134.92,43.82000000000002
634,2023-04-01,Cough Syrup,1,87.76,Cash,West,Cold & Flu,87.76,66.72,21.040000000000006
635,2023-07-21,Baby Aspirin,1,74.41,Insurance,East,Pain Relief,74.41,57.15,17.259999999999998
636,2023-12-12,Insulin Pen,4,130.0,Insurance,West,Prescription,520.0,433.05,86.94999999999999
637,2023-01-19,Acetaminophen 500mg,5,20.28,Insurance,East,Pain Relief,101.4,81.09,20.310000000000002
638,2023-02-08,Baby Aspirin,1,85.3,Insurance,South,Pain Relief,85.3,62.87,22.43
639,2023-05-06,Blood Pressure Med,1,79.38,Insurance,West,Prescription,79.38,59.51,19.869999999999997
640,2023-06-22,Cough Syrup,3,45.8,Cash,East,Cold & Flu,137.39999999999998,84.38,53.01999999999998
641,2023-05-21,Allergy Relief,2,124.22,Cash,North,Allergy,248.44,185.63,62.81
642,2023-08-30,Allergy Relief,4,114.16,Cash,North,Allergy,456.64,309.33,147.31
643,2023-08-08,Sleep Aid Tablets,4,111.26,Insurance,East,Sleep Aid,445.04,265.19,179.85000000000002
644,2023-05-06,Cough Syrup,2,132.05,Insurance,South,Cold & Flu,264.1,209.15,54.95000000000002
645,2023-02-27,Antihistamine,1,109.8,Cash,West,Allergy,109.8,77.2,32.599999999999994
646,2023-05-28,Insulin Pen,3,38.62,Insurance,East,Prescription,115.85999999999999,97.7,18.159999999999982
647,2023-11-13,Antihistamine,3,107.31,Insurance,North,Allergy,321.93,204.27,117.66
648,2023-12-27,Antacid Tablets,4,49.62,Insurance,West,Digestive Health,198.48,137.79,60.69
649,2023-01-01,Insulin Pen,3,40.12,Cash,North,Prescription,120.35999999999999,82.37,37.98999999999998
650,2023-12-14,Cough Syrup,2,15.59,Cash,North,Cold & Flu,31.18,18.28,12.899999999999999
651,2023-07-09,Ibuprofen 200mg,1,112.88,Cash,East,Pain Relief,112.88,76.51,36.36999999999999
652,2023-07-10,Pain Relief Gel,2,108.1,Cash,North,Pain Relief,216.2,137.56,78.63999999999999
653,2023-11-08,Cough Syrup,5,39.0,Cash,West,Cold & Flu,195.0,116.63,78.37
654,2023-04-27,Antihistamine,4,113.66,Insurance,South,Allergy,454.64,288.54,166.09999999999997
655,2023-05-14,Acetaminophen 500mg,3,138.09,Insurance,East,Pain Relief,414.27,256.84,157.43
656,2023-02-27,Pain Relief Gel,5,20.66,Insurance,West,Pain Relief,103.3,79.56,23.739999999999995
657,2023-02-13,Cough Syrup,3,38.73,Insurance,East,Cold & Flu,116.19,64.98,51.209999999999994
658,2023-06-22,Cough Syrup,1,113.79,Cash,North,Cold & Flu,113.79,83.66,30.13000000000001
659,2023-06-09,Acetaminophen 500mg,1,44.8,Cash,North,Pain Relief,44.8,34.86,9.939999999999998
660,2023-06-22,Cough Syrup,1,95.58,Insurance,West,Cold & Flu,95.58,66.35,29.230000000000004
661,2023-11-13,Pain Relief Gel,3,16.77,Cash,West,Pain Relief,50.31,41.73,8.580000000000005
662,2023-10-30,Vitamin D3 1000IU,5,70.57,Insurance,South,Vitamins,352.84999999999997,269.0,83.84999999999997
663,2023-05-29,Ibuprofen 200mg,1,112.17,Insurance,West,Pain Relief,112.17,86.86,25.310000000000002
664,2023-03-21,Amoxicillin 500mg,5,104.54,Insurance,West,Prescription,522.7,318.37,204.33000000000004
665,2023-08-01,Ibuprofen 200mg,3,123.19,Insurance,East,Pain Relief,369.57,289.44,80.13
666,2023-07-22,Cholesterol Med,5,132.23,Cash,North,Prescription,661.15,528.67,132.48000000000002
667,2023-09-09,Blood Pressure Med,3,117.11,Insurance,West,Prescription,351.33,231.31,120.01999999999998
668,2023-08-17,Sleep Aid Tablets,3,102.38,Cash,South,Sleep Aid,307.14,188.59,118.54999999999998
669,2023-06-13,Cough Syrup,4,9.6,Insurance,West,Cold & Flu,38.4,25.56,12.84
670,2023-08-15,Vitamin D3 1000IU,3,82.57,Insurance,North,Vitamins,247.70999999999998,191.2,56.50999999999999
671,2023-05-27,Insulin Pen,3,10.47,Insurance,West,Prescription,31.410000000000004,21.21,10.200000000000003
672,2023-01-20,Cough Syrup,2,122.17,Insurance,East,Cold & Flu,244.34,188.39,55.95000000000002
673,2023-02-16,Antihistamine,1,51.51,Cash,North,Allergy,51.51,30.09,21.419999999999998
674,2023-08-21,Baby Aspirin,4,86.55,Insurance,West,Pain Relief,346.2,274.12,72.07999999999998
675,2023-11-01,Vitamin D3 1000IU,4,45.52,Cash,East,Vitamins,182.08,113.98,68.10000000000001
676,2023-01-14,Acetaminophen 500mg,4,118.46,Insurance,North,Pain Relief,473.84,296.0,177.83999999999997
677,2023-05-23,Vitamin D3 1000IU,2,133.54,Insurance,West,Vitamins,267.08,194.2,72.88
678,2023-01-01,Cholesterol Med,3,62.8,Insurance,East,Prescription,188.39999999999998,107.58,80.81999999999998
679,2023-02-23,Acetaminophen 500mg,1,130.12,Cash,South,Pain Relief,130.12,72.59,57.53
680,2023-09-16,Antacid Tablets,5,43.73,Insurance,East,Digestive Health,218.64999999999998,137.38,81.26999999999998
681,2023-05-24,Amoxicillin 500mg,3,82.53,Insurance,South,Prescription,247.59,176.14,71.45000000000002
682,2023-01-12,Nasal Spray,2,129.52,Insurance,West,Cold & Flu,259.04,213.0,46.04000000000002
683,2023-11-26,Pain Relief Gel,3,52.25,Insurance,East,Pain Relief,156.75,126.02,30.730000000000004
684,2023-08-12,Vitamin D3 1000IU,3,143.34,Insurance,South,Vitamins,430.02,299.78,130.24
685,2023-09-29,Pain Relief Gel,2,22.67,Cash,North,Pain Relief,45.34,25.44,19.900000000000002
686,2023-12-24,Allergy Relief,4,7.65,Cash,East,Allergy,30.6,21.74,8.860000000000003
687,2023-06-05,Antihistamine,4,136.1,Insurance,West,Allergy,544.4,414.53,129.87
688,2023-01-08,Cough Syrup,1,14.95,Insurance,North,Cold & Flu,14.95,9.74,5.209999999999999
689,2023-05-02,Antihistamine,1,148.82,Cash,South,Allergy,148.82,86.81,62.00999999999999
690,2023-12-14,Pain Relief Gel,4,142.95,Insurance,East,Pain Relief,571.8,362.28,209.51999999999998
691,2023-06-13,Ibuprofen 200mg,5,24.87,Cash,East,Pain Relief,124.35000000000001,97.18,27.17
692,2023-03-31,Nasal Spray,3,82.95,Insurance,West,Cold & Flu,248.85000000000002,163.09,85.76000000000002
693,2023-05-16,Ibuprofen 200mg,5,31.81,Insurance,North,Pain Relief,159.04999999999998,126.22,32.829999999999984
694,2023-07-05,Antacid Tablets,3,67.08,Cash,East,Digestive Health,201.24,129.97,71.27000000000001
695,2023-11-12,Nasal Spray,4,13.91,Insurance,East,Cold & Flu,55.64,33.33,22.310000000000002
696,2023-06-27,Nasal Spray,1,37.47,Cash,North,Cold & Flu,37.47,25.51,11.959999999999997
697,2023-01-28,Ibuprofen 200mg,1,57.67,Cash,East,Pain Relief,57.67,39.54,18.130000000000003
698,2023-08-08,Acetaminophen 500mg,5,68.6,Cash,North,Pain Relief,343.0,190.31,152.69
699,2023-12-23,Cholesterol Med,1,146.74,Insurance,North,Prescription,146.74,85.86,60.88000000000001
700,2023-02-10,Pain Relief Gel,4,122.14,Cash,North,Pain Relief,488.56,295.81,192.75
701,2023-08-16,Ibuprofen 200mg,5,111.92,Cash,West,Pain Relief,559.6,326.85,232.75
702,2023-07-11,Antihistamine,3,82.87,Insurance,North,Allergy,248.61,162.21,86.4
703,2023-05-25,Acetaminophen 500mg,1,126.8,Insurance,North,Pain Relief,126.8,106.43,20.36999999999999
704,2023-07-20,Antihistamine,2,54.2,Insurance,South,Allergy,108.4,76.18,32.22
705,2023-07-31,Cholesterol Med,1,107.79,Insurance,South,Prescription,107.79,79.58,28.210000000000008
706,2023-08-08,Antacid Tablets,3,149.1,Insurance,West,Digestive Health,447.29999999999995,293.84,153.45999999999998
707,2023-08-28,Cough Syrup,5,50.62,Insurance,North,Cold & Flu,253.1,163.77,89.32999999999998
708,2023-02-15,Cholesterol Med,3,102.73,Cash,South,Prescription,308.19,171.64,136.55
709,2023-02-04,Blood Pressure Med,2,127.43,Insurance,South,Prescription,254.86,178.43,76.43
710,2023-09-10,Insulin Pen,4,137.79,Cash,East,Prescription,551.16,383.1,168.05999999999995
711,2023-03-23,Acetaminophen 500mg,1,109.1,Insurance,North,Pain Relief,109.1,65.17,43.92999999999999
712,2023-09-13,Antacid Tablets,5,46.12,Cash,South,Digestive Health,230.6,179.71,50.889999999999986
713,2023-07-16,Blood Pressure Med,4,52.31,Cash,West,Prescription,209.24,146.01,63.23000000000002
714,2023-10-30,Allergy Relief,3,8.01,Insurance,East,Allergy,24.03,15.66,8.370000000000001
715,2023-01-10,Antacid Tablets,5,115.33,Insurance,East,Digestive Health,576.65,342.57,234.07999999999998
716,2023-11-08,Ibuprofen 200mg,4,11.2,Cash,North,Pain Relief,44.8,32.06,12.739999999999995
717,2023-10-13,Sleep Aid Tablets,5,130.37,Insurance,North,Sleep Aid,651.85,505.73,146.12
718,2023-08-30,Ibuprofen 200mg,2,22.21,Insurance,East,Pain Relief,44.42,28.19,16.23
719,2023-09-08,Cholesterol Med,2,29.92,Cash,West,Prescription,59.84,36.84,23.0
720,2023-12-31,Insulin Pen,1,74.1,Cash,North,Prescription,74.1,52.36,21.739999999999995
721,2023-01-05,Antacid Tablets,1,111.99,Cash,North,Digestive Health,111.99,66.81,45.17999999999999
722,2023-04-29,Pain Relief Gel,2,25.16,Insurance,East,Pain Relief,50.32,37.74,12.579999999999998
723,2023-10-16,Amoxicillin 500mg,5,68.81,Insurance,East,Prescription,344.05,251.71,92.34
724,2023-03-06,Cough Syrup,2,75.01,Insurance,North,Cold & Flu,150.02,86.43,63.59
725,2023-05-26,Cholesterol Med,1,35.78,Insurance,South,Prescription,35.78,20.07,15.71
726,2023-08-12,Ibuprofen 200mg,2,21.76,Cash,North,Pain Relief,43.52,32.03,11.490000000000002
727,2023-08-27,Insulin Pen,2,126.28,Insurance,South,Prescription,252.56,161.21,91.35
728,2023-06-26,Cough Syrup,5,77.86,Cash,East,Cold & Flu,389.3,224.21,165.09
729,2023-09-24,Antacid Tablets,4,7.09,Insurance,South,Digestive Health,28.36,22.06,6.300000000000001
730,2023-12-07,Pain Relief Gel,1,121.43,Insurance,West,Pain Relief,121.43,78.23,43.2
731,2023-10-09,Antacid Tablets,5,147.22,Cash,East,Digestive Health,736.1,506.35,229.75
732,2023-03-04,Nasal Spray,2,92.86,Insurance,North,Cold & Flu,185.72,115.34,70.38
733,2023-08-05,Insulin Pen,2,78.04,Insurance,North,Prescription,156.08,115.22,40.860000000000014
734,2023-12-08,Blood Pressure Med,4,132.37,Cash,East,Prescription,529.48,339.1,190.38
735,2023-11-11,Ibuprofen 200mg,1,143.11,Insurance,East,Pain Relief,143.11,120.27,22.840000000000018
736,2023-10-10,Pain Relief Gel,1,114.41,Cash,West,Pain Relief,114.41,87.05,27.36
737,2023-06-26,Amoxicillin 500mg,3,69.59,Cash,East,Prescription,208.77,123.39,85.38000000000001
738,2023-04-08,Antacid Tablets,1,90.87,Cash,North,Digestive Health,90.87,61.34,29.53
739,2023-04-15,Amoxicillin 500mg,4,106.64,Cash,West,Prescription,426.56,283.93,142.63
740,2023-04-09,Antacid Tablets,3,33.17,Insurance,North,Digestive Health,99.51,70.68,28.83
741,2023-11-07,Ibuprofen 200mg,3,69.84,Insurance,South,Pain Relief,209.52,168.16,41.360000000000014
742,2023-01-06,Cough Syrup,2,125.32,Insurance,East,Cold & Flu,250.64,181.72,68.91999999999999
743,2023-07-16,Vitamin D3 1000IU,2,99.94,Cash,South,Vitamins,199.88,113.63,86.25
744,2023-12-17,Cough Syrup,1,64.62,Insurance,North,Cold & Flu,64.62,48.25,16.370000000000005
745,2023-05-13,Antacid Tablets,3,101.19,Insurance,South,Digestive Health,303.57,167.72,135.85
746,2023-12-24,Antihistamine,2,22.14,Insurance,South,Allergy,44.28,34.71,9.57
747,2023-09-16,Sleep Aid Tablets,4,63.22,Insurance,North,Sleep Aid,252.88,189.66,63.22
748,2023-01-23,Baby Aspirin,2,120.0,Cash,North,Pain Relief,240.0,154.23,85.77000000000001
749,2023-02-22,Vitamin D3 1000IU,2,36.97,Cash,East,Vitamins,73.94,47.15,26.79
750,2023-06-14,Blood Pressure Med,3,31.96,Insurance,South,Prescription,95.88,75.7,20.179999999999993
